,UnitId,Text,X.M..language..,X.M..object_posted_time..,id,detected,value,ambiguity
32137,"tag:search.twitter.com,2005:874254798153027584",rt @thewatchers_: strong and shallow m6.3 earthquake hits turkey - greece border region https://t.co/j6l8ncknid #earthquake #izmir #turkey… ,en,6/12/2017 1:08:09 PM,42490,NA,5,2
49345,"tag:search.twitter.com,2005:874393521515573248",rt @freebesieged: i'm guilty of gloating over media know-nothings scrambling 2 catch up with earthquake they never felt-when in reality sho… ,en,6/12/2017 9:01:08 PM,64088,NA,3,1
37502,"tag:search.twitter.com,2005:874279696564989952","ζημιές από τα 6,1 #ρίχτερ στη #λέσβο - εγκλωβισμένη γυναίκα στο χωριό βρίσα #cretedoc… https://t.co/ud4vb3milu https://t.co/kxtcniqx1o ",el,6/12/2017 2:58:17 PM,48551,NA,7,2
41974,"tag:search.twitter.com,2005:874312922603806725","άγχος, σύγχυση και πανικός https://t.co/mmi9efygzi #ρόδος #ειδήσεις via @irodiaki ",el,6/12/2017 5:10:19 PM,53706,NA,7,2
29925,"tag:search.twitter.com,2005:874248525151907841",rt @lastquake: latest map of the felt reports collected at emsc after m6.3 #earthquake https://t.co/mbibfnjrmu ,en,6/12/2017 12:49:25 PM,39931,NA,3,2
5384,"tag:search.twitter.com,2005:874829592443224064",contrary to my haarp tweet 15 hours ago: turkish mayor blames foreign power for big earthquake 🤔https://t.co/d07killios ,en,6/14/2017 3:23:23 AM,6724,NA,5,2
47544,"tag:search.twitter.com,2005:874367581033037824","quake kills woman, guts houses on greek island of lesbos https://t.co/dukxeeisay ",en,6/12/2017 8:47:30 PM,61794,NA,10,2
42619,"tag:search.twitter.com,2005:874319540011880448",ισχυρός σεισμός στη λέσβο | νεκρή ανασύρθηκε η εγκλωβισμένη γυναίκα (upd) https://t.co/2dk4eghbnk ,el,6/12/2017 5:36:37 PM,54500,NA,5,2
42660,"tag:search.twitter.com,2005:874320135749853185",τραγική εξέλιξη: νεκρή ανασύρθηκε μια 45χρονη που είχε εγκλωβιστεί στα ερείπια του σπιτιού της https://t.co/foawvna4at ,el,6/12/2017 5:38:59 PM,54545,NA,9,2
4253,"tag:search.twitter.com,2005:874781728212221952","#earthquakes news - strong, shallow earthquake rattles indonesia island https://t.co/s8kb9ppiuw ",en,6/14/2017 12:13:11 AM,5276,NA,5,2
2815,"tag:search.twitter.com,2005:874735976656117760",μυτιλήνη: βομβαρδισμένο τοπίο η βρίσα στα πλάνα που τραβήχτηκαν με τη βοήθεια drone- https://t.co/r2rpa7mfz2 ,el,6/13/2017 9:11:23 PM,3292,NA,11,2
54304,"tag:search.twitter.com,2005:874500074092417024","rt @ajenews: earthquake kills woman, destroys houses on greece's island of lesbos https://t.co/ltixhg708j https://t.co/2pgw4fd6di ",en,6/13/2017 4:00:11 AM,70440,NA,9,2
28064,"tag:search.twitter.com,2005:874244708851224576",επείγον : ισχυρός σεισμός 6 ρίχτερ ανάμεσα σε χίο και λέσβο https://t.co/tp4ckl2zoy https://t.co/iopvvscij2 ,el,6/12/2017 12:39:15 PM,37712,NA,5,2
7987,"tag:search.twitter.com,2005:874896557258285056",karlomdz: bnonews: more: a powerful 7.0-magnitude earthquake has struck the guatemala-mexico border … https://t.co/kclfzufxzq ,en,6/14/2017 7:49:28 AM,10209,NA,5,1
22073,"tag:search.twitter.com,2005:875121597958430720",rt @weatherchannel: a 6.9 magnitude #earthquake rocked guatemala early this morning. some damage has been reported:…  ,en,6/14/2017 11:51:56 AM,29428,NA,7,2
59102,"tag:search.twitter.com,2005:874609800788815873",reflecting on the chequered history of le marche as repairs begin on its earthquake-damaged buildings https://t.co/ayrbdpmjiw ,en,6/13/2017 12:50:00 PM,76260,NA,7,2
29687,"tag:search.twitter.com,2005:874248107386699776","rt @usgsbigquakes: prelim m6.3 earthquake near the coast of western turkey jun-12 12:28 utc, updates https://t.co/aohb1gac3r ",en,6/12/2017 12:48:11 PM,39655,NA,5,1
28961,"tag:search.twitter.com,2005:874246432655585280",rt @huffpostgreece: ισχυρός σεισμός άνω των 6 ρίχτερ νότια της λέσβου https://t.co/xibe0t73sp https://t.co/6deh9pqmx5 ,el,6/12/2017 12:40:48 PM,38774,NA,5,2
19504,"tag:search.twitter.com,2005:875067772740481024","earthquake 1:29 am. 6.6 epicenter southwestern san marcos. 33 wounded 3 deceased. structural demage, landslides in highways. first 12 hours. ",en,6/14/2017 7:09:49 PM,26551,NA,6,2
28337,"tag:search.twitter.com,2005:874245267649957889",rt @lastquake: felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: https://t.co/qi9jlrrai0 https://t.co… ,en,6/12/2017 12:32:08 PM,38045,NA,3,1
27373,"tag:search.twitter.com,2005:874243310474465281",rt @lastquake: felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: https://t.co/qi9jlrrai0 https://t.co… ,en,6/12/2017 12:32:08 PM,36892,NA,3,1
23797,"tag:search.twitter.com,2005:874099998039855105","rt @usgsbigquakes: prelim m5.6 earthquake near the coast of coquimbo, chile jun-12 02:43 utc, updates https://t.co/whuufaqerw ",en,6/12/2017 3:04:00 AM,31663,NA,5,1
44959,"tag:search.twitter.com,2005:874338917280919552",rt @bbcworld: earthquake rubble blocks roads in lesbos village https://t.co/xdttzpvocg ,en,6/12/2017 5:56:43 PM,57092,NA,9,2
42030,"tag:search.twitter.com,2005:874313499333328896","rt @blacktom1961: αν έχουν γίνει ζημιές, θα είναι πιθανόν στο πλωμάρι που είναι φάτσα στο επίκεντρο.ουζάκι θα λέτε και θα κλαίτε 😝 ",el,6/12/2017 1:22:27 PM,53766,NA,7,2
30281,"tag:search.twitter.com,2005:874249476713713668",rt @lastquake: felt #earthquake m4.9 strikes 91 km nw of #izmir (#turkey) 25 min ago. please report to: https://t.co/clparhhdwz https://t.c… ,en,6/12/2017 12:56:38 PM,40350,NA,3,2
34356,"tag:search.twitter.com,2005:874263766388658176",rt @jerusalem_post: strong earthquake shakes eastern aegean islands https://t.co/vyq0pqxqzx #breakingnews https://t.co/pevq4mygcn ,en,6/12/2017 1:22:15 PM,44959,NA,5,2
43081,"tag:search.twitter.com,2005:874323601427746817","rt @spyrosgalinos: δυστυχώς δεν έχω καλά νέα: η συμπολίτισσά μας που ήταν εγκλωβισμένη στο σπίτι που κατέρρευσε στην βρίσα, ανασύρθηκε νεκρ… ",el,6/12/2017 5:29:01 PM,55027,NA,9,2
40169,"tag:search.twitter.com,2005:874298405719347200","exofitsio: ισχυρός #σεισμός 6,2 #ρίχτερ με επίκεντρο ανάμεσα σε #χίο και #λέσβο... : https://t.co/qwhcfhrtde ",el,6/12/2017 4:12:38 PM,51609,NA,5,2
42056,"tag:search.twitter.com,2005:874313698940248066",#kapanews μεγάλες ζημιές και τραυματισμοί στη λέσβο μετά τον ισχυρό σεισμό (βίντεο) https://t.co/r3qvxsuwrc #home ,el,6/12/2017 5:13:24 PM,53795,NA,7,2
39795,"tag:search.twitter.com,2005:874295269193641986",rt @amna_newseng: #greece citizen protection minister heading to #lesvos after powerful earthquake (update) https://t.co/rcwbsobu83 https:/… ,en,6/12/2017 2:27:43 PM,51187,NA,5,2
1368,"tag:search.twitter.com,2005:874699246804623364",μιλάμε για γνήσια καύλα στη φωνή των τηλεπαρουσιαστών όταν περιγράφουν τις ζημιές στη λέσβο. ,el,6/13/2017 6:45:26 PM,1571,NA,7,2
43891,"tag:search.twitter.com,2005:874329413504159744","rt @the_fivestarter: λεσβοσ #earthquake #μυτιληνη μία νεκρή, εκτεταμένες ζημιές, κομμένοι δρόμοι &amp; η αντισεισμική προστασία στα αζήτητα…  ",el,6/12/2017 6:10:43 PM,55904,NA,7,2
29892,"tag:search.twitter.com,2005:874248234918662145","rt @naftemporiki_en: strong #earthquake, 6.1, sw of #lesvos shakes eastern #aegean https://t.co/6uitdq61r5 #greece ",en,6/12/2017 12:52:00 PM,39893,NA,5,2
27627,"tag:search.twitter.com,2005:874244068984991744",rt @lastquake: felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: https://t.co/qi9jlrrai0 https://t.co… ,en,6/12/2017 12:32:08 PM,37192,NA,3,2
32289,"tag:search.twitter.com,2005:874255374421024768","very strong dangerous #earthquake off the coast  of #lesbos, #greece (felt strong in #turkey)… https://t.co/ysf3ng6yac ",en,6/12/2017 1:21:38 PM,42662,NA,3,2
61032,"tag:search.twitter.com,2005:874649196837654528",ζημιές σε μετα-βυζαντινά μνημεία στη λέσβο από το σεισμό https://t.co/bv346bnbis μέσω του χρήστη @avgionline ,el,6/13/2017 3:26:33 PM,78901,NA,7,2
33943,"tag:search.twitter.com,2005:874261963848560640","rt @nationalherald: strong #earthquake above 6.0 on richter scale rocks lesbos, #greece (video) https://t.co/aos98f60zs https://t.co/v6qskv… ",en,6/12/2017 1:15:34 PM,44513,NA,5,2
37987,"tag:search.twitter.com,2005:874282650319568896","#greece -  #lesvos become most damaged by the earthquake, no fatalities report. https://t.co/tywpin6njd ",en,6/12/2017 3:10:01 PM,49099,NA,7,2
39441,"tag:search.twitter.com,2005:874293151686684673",earthquake off coast of turkey felt in athens - world ... https://t.co/odrvooo6lb via @cbcworldnews https://t.co/6hgrzp4z4s ,en,6/12/2017 3:51:45 PM,50779,NA,3,2
39714,"tag:search.twitter.com,2005:874294766632128514","rt @hrissyd: τετράδιε σε έχει πιάσει πανικός..αμα θες κατέβα στις 20, κερνάμε απερολ..😘 https://t.co/jk5f9kcmzo ",el,6/12/2017 3:24:23 PM,51094,NA,7,1
31768,"tag:search.twitter.com,2005:874253688608620545",αισθητός ο σεισμός μέχρι την σόφια κ το μπουργκάς(πύργο) στη μαύρη θαλασσα.πιο αισθητός στη νότια βουλγαρία. ,el,6/12/2017 1:14:56 PM,42051,NA,3,2
27451,"tag:search.twitter.com,2005:874243558533996544",rt @lastquake: powerful #earthquake shakes near the coast of western turkey 2 min ago. more info at: https://t.co/qi9jlrrai0 https://t.co/y… ,en,6/12/2017 12:31:31 PM,36983,NA,5,2
31158,"tag:search.twitter.com,2005:874251569444921344",rt @lastquake: felt #earthquake m4.9 strikes 91 km nw of #izmir (#turkey) 25 min ago. please report to: https://t.co/clparhhdwz https://t.c… ,en,6/12/2017 12:56:38 PM,41352,NA,3,2
58356,"tag:search.twitter.com,2005:874592862905782272","πανικός στα σουπερμάρκετ της doha στο #qatar, μεγάλες ελλείψεις και άδεια ράφια. https://t.co/on3egfwfc4 ",el,6/13/2017 11:42:42 AM,75363,NA,7,1
45178,"tag:search.twitter.com,2005:874341321787543552",rt @jmichelakis: σεισμός μυτιλήνη: νεκρή εντοπίστηκε και ανασύρθηκε η αγνοούμενη γυναίκα από τα χαλάσματα του σπιτιού της - https://t.co/am… ,el,6/12/2017 6:44:23 PM,57337,NA,10,2
7669,"tag:search.twitter.com,2005:874895534691057665","bnonews: breaking: strong earthquake hits the mexico-guatemala border - seismologists june 14, 2017 at 09:37am ",en,6/14/2017 7:45:24 AM,9785,NA,5,2
31315,"tag:search.twitter.com,2005:874252075772903424",@gina8_12 νότια στο πλωμάρι υπάρχουν ζημιές αρκετές ,el,6/12/2017 1:08:32 PM,41531,NA,7,2
6101,"tag:search.twitter.com,2005:874859215550021635",rt @lastquake: felt #earthquake m2.0 strikes 27 km s of #mytilíni (#greece) 56 min ago. please report to: https://t.co/vwiodom2kl https://t… ,en,6/14/2017 5:15:28 AM,7611,NA,3,2
34690,"tag:search.twitter.com,2005:874264979222011904","σεισμός στη μυτιλήνη 6,1 ρίχτερ: φωτογραφίες από τα χαλάσματα - βίντεο ντοκουμέντο  https://t.co/qd3dwcg2ql https://t.co/unsp5pxq3x ",el,6/12/2017 1:59:48 PM,45351,NA,10,2
44013,"tag:search.twitter.com,2005:874330025167859713",rt @ipopgr: ισχυρός σεισμός στη μυτιλήνη#ipopgr https://t.co/z4cdv5szkt ,el,6/12/2017 12:46:09 PM,56033,NA,5,2
54426,"tag:search.twitter.com,2005:874503054334275585",woman killed on greek island of lesbos after powerful 6.2 magnitude earthquake - tvnz https://t.co/ndlihahqft ,en,6/13/2017 5:45:50 AM,70579,NA,5,2
51540,"tag:search.twitter.com,2005:874449731048677377","rt @9newsaus: a powerful earthquake has struck off the west coast of turkey, close to the greek island of lesbos. #9news https://t.co/3mum7… ",en,6/13/2017 2:07:12 AM,67000,NA,5,2
40985,"tag:search.twitter.com,2005:874305017326555136","πολύ ισχυρός σεισμός 6,1 ρίχτερ με επίκεντρο ανάμεσα σε χίο και λέσβο https://t.co/yaoi2jv36m ",el,6/12/2017 4:38:54 PM,52552,NA,5,2
16020,"tag:search.twitter.com,2005:874999833517473792","rt @fox12oregon: small earthquake hits near beaverton, no damages reported https://t.co/vfepckzwip https://t.co/s4ew2mus5d ",en,6/14/2017 2:27:25 PM,22581,NA,7,1
34743,"tag:search.twitter.com,2005:874265116442841088",earthquake strikes off turkey's coast near greek islands  the tremors were felt in istanbul and on some greek... https://t.co/yy3z1eqyh4 ,en,6/12/2017 2:00:21 PM,45412,NA,3,2
14287,"tag:search.twitter.com,2005:874968430587334656",magnitude 6.9 earthquake triggers landslides and damages homes in guatemala https://t.co/t5zm6eo5pg ,en,6/14/2017 12:35:04 PM,20431,NA,6,2
10851,"tag:search.twitter.com,2005:874913329726337026",rt @bnonews: more: a powerful 7.0-magnitude earthquake has struck the guatemala-mexico border https://t.co/ppcun8znkt https://t.co/4zkfempz… ,en,6/14/2017 7:44:49 AM,14094,NA,5,2
56952,"tag:search.twitter.com,2005:874561017996607489",a powerful 6.3 magnitude earthquake has struck the olomoinfo : earthquake hits turkey and greek island- kills one... https://t.co/ieebvenma4 ,en,6/13/2017 9:36:09 AM,73588,NA,5,2
35847,"tag:search.twitter.com,2005:874270325042753537",rt @protothema: δέκα τραυματίες στη λέσβο από τον σεισμό-με κατάγματα ο πιο σοβαρά τραυματισμένος -εγκλωβισμένη γυναίκα στη βρίσα https://t… ,el,6/12/2017 2:19:14 PM,46668,NA,9,2
58530,"tag:search.twitter.com,2005:874597066500124672",rt @ballander123: @n1234nina @gelenia2 😂😂😂πάλι ζημιές κάνεις 😹😹😹και μόλις έρθει ράνια πάλι μαζί μου θα τα βάλει😸😸😸😸καλημέρα σας 💋😅😅 https:/… ,el,6/13/2017 9:41:06 AM,75579,NA,7,1
49416,"tag:search.twitter.com,2005:874395034493255681",greece earthquake hits lesbos: tremors felt in istanbul and athens https://t.co/yaoymhnydf ,en,6/12/2017 10:36:36 PM,64178,NA,3,2
34050,"tag:search.twitter.com,2005:874262323409637378","earhquake felt in seferihisar, izmir. there is no damage. https://t.co/auu4boub4k ",en,6/12/2017 1:49:15 PM,44630,NA,3,2
49878,"tag:search.twitter.com,2005:874403690551136257","earthquake kills woman, destroys houses on lesbos https://t.co/fmcnk8ml37 https://t.co/rgzbyydkge ",en,6/12/2017 11:11:00 PM,64839,NA,9,2
30666,"tag:search.twitter.com,2005:874250382855327745",that's a strong one! https://t.co/m8dtioekkc ,en,6/12/2017 1:01:48 PM,40786,NA,5,1
58660,"tag:search.twitter.com,2005:874599237522251776","rt @pietro_bruno_: @ilpost earthquake kills woman, destroys houses on lesbos @ajenews  https://t.co/0orjtculfn ",en,6/13/2017 12:07:54 PM,75728,NA,9,2
50374,"tag:search.twitter.com,2005:874417029582909440",rt @pressgr_blog: βομβαρδισμένο τοπίο θυμίζει το χωριό βρίσα της λέσβου - φωτο αναγνώστη  - https://t.co/k4md19tz9x https://t.co/proabdhyph ,el,6/13/2017 12:02:14 AM,65559,NA,11,2
30277,"tag:search.twitter.com,2005:874249606019919873",rt @lastquake: felt #earthquake m4.9 strikes 91 km nw of #izmir (#turkey) 25 min ago. please report to: https://t.co/clparhhdwz https://t.c… ,en,6/12/2017 12:56:38 PM,40345,NA,3,2
33993,"tag:search.twitter.com,2005:874262194116075521",rt @ap: it wasn't immediately clear if the earthquake caused any major damage in turkey or greece. https://t.co/hsy28pmtbj ,en,6/12/2017 1:11:41 PM,44568,NA,7,2
46780,"tag:search.twitter.com,2005:874358262099042304",rt @lastquake: there has been reports of local damage following m6.4 #earthquake in #agean sea but so far nothing significant https://t.co/… ,en,6/12/2017 1:43:26 PM,60814,NA,7,2
18997,"tag:search.twitter.com,2005:875056070116421633",photo gallery of damage caused by #guatemala earthquake via @el_periodico https://t.co/ebmdfqnzms ,en,6/14/2017 6:23:19 PM,25991,NA,7,2
1340,"tag:search.twitter.com,2005:874698648709324801","6.1 richter earthquake; 1 dead, major damages and injuries on lesbos https://t.co/aeidcrloal ",en,6/13/2017 6:43:03 PM,1539,NA,7,2
60787,"tag:search.twitter.com,2005:874644262956224512","rt @nationalherald: strong #earthquake above 6.0 on richter scale rocks lesbos, #greece (video) https://t.co/aos98f60zs https://t.co/v6qskv… ",en,6/12/2017 1:15:34 PM,78599,NA,5,2
8800,"tag:search.twitter.com,2005:874899602759192578","rt @usgsbigquakes: prelim m6.9 earthquake mexico-guatemala border region jun-14 07:29 utc, updates https://t.co/mzxnvgohrk ",en,6/14/2017 7:49:51 AM,11429,NA,5,1
12769,"tag:search.twitter.com,2005:874941740553293825",🗓️ σαν σήμερα 14 ιουνίου για καιρικά γεγονότα και τα λοιπά: ✔️1897: σοβαρές ζημιές στη σιδηροδρομική σύνδεση... https://t.co/bg77oth0fy ,el,6/14/2017 10:49:01 AM,18380,NA,7,1
26289,"tag:search.twitter.com,2005:874216322816782336",rt @gurmeetramrahim: #msghelpearthquakevictims i pray to god to bless the earthquake victims n give them strength to bear the disaster http… ,en,5/4/2015 4:54:33 PM,35166,NA,9,1
27638,"tag:search.twitter.com,2005:874244058767646720",rt @lastquake: felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: https://t.co/qi9jlrrai0 https://t.co… ,en,6/12/2017 12:32:08 PM,37209,NA,3,2
49692,"tag:search.twitter.com,2005:874400799920664576",rt @ajenews: a powerful earthquake kills a woman and destroys houses on the greek island of lesbos https://t.co/uq7g3pw8d2 https://t.co/qub… ,en,6/12/2017 9:45:06 PM,64570,NA,5,2
59886,"tag:search.twitter.com,2005:874629055508643840",@spaceytaehyung and at the end when they silently stare at eachother for a moment i felt like an earthquake ,en,6/13/2017 2:06:31 PM,77447,NA,3,1
59924,"tag:search.twitter.com,2005:874629351618301955",rt @strange_sounds: m6.3 #earthquake hits near #lesbos #greece – tremors felt in #athens #istanbul injuries #damages…  ,en,6/12/2017 7:52:12 PM,77488,NA,3,2
47878,"tag:search.twitter.com,2005:874372203072172033",#bitgiabit νέο: «πανικός» στο οακα για τον νταμπλούχο παναθηναϊκό! (φωτό) https://t.co/v3d0bxuuky ,el,6/12/2017 9:05:52 PM,62246,NA,7,1
19723,"tag:search.twitter.com,2005:875072100909944832","rt @fromwintowin: strongest earthquake strikes kumamoto area. kumamoto castle, by https://t.co/krkj9sgld2 #kumamotoearthquke (2) https://t.… ",en,4/16/2016 10:00:58 AM,26798,NA,5,2
7358,"tag:search.twitter.com,2005:874893998267170816",rt @bnonews: breaking: strong earthquake hits the mexico-guatemala border - seismologists ,en,6/14/2017 7:37:18 AM,9200,NA,5,2
30537,"tag:search.twitter.com,2005:874250169943965696","rt @usgsbigquakes: prelim m6.3 earthquake near the coast of western turkey jun-12 12:28 utc, updates https://t.co/aohb1gac3r ",en,6/12/2017 12:48:11 PM,40639,NA,5,1
10725,"tag:search.twitter.com,2005:874912193556484097","rt @kmitsotakis: επισκέφθηκα τη βρίσα της λέσβου, όπου, δυστυχώς, διαπίστωσα την τεράστια καταστροφή. τα πολλά λόγια είναι φτώχια.…  ",el,6/14/2017 7:53:26 AM,13942,NA,7,2
23625,"tag:search.twitter.com,2005:874096763665297412","rt @lastquake: this strong #earthquake was felt in coquimbo, chile, region metropolitana, chile ",en,6/12/2017 2:50:32 AM,31343,NA,3,2
30954,"tag:search.twitter.com,2005:874250958947192832","tl lighting up with reports of a m6.0 earthquake felt across aegean turkey, including istanbul, izmir, etc. https://t.co/jptp5hemog ",en,6/12/2017 1:04:06 PM,41110,NA,3,2
40713,"tag:search.twitter.com,2005:874302559581765633",rt @newsbombgr: σεισμός μυτιλήνη: κατέρρευσαν σπίτια στο πλωμάρι https://t.co/q1uomrbwip https://t.co/glsqoprzmr ,el,6/12/2017 1:26:54 PM,52240,NA,9,2
28085,"tag:search.twitter.com,2005:874244677452562432",σε απόγνωση οι κάτοικοι στο αμύνταιο-αναγκάστηκαν να εγκαταλείψουν τα σπίτια τους-βιντεο σοκ από την κατολίσθηση https://t.co/klgeamtfbu ,el,6/12/2017 12:39:08 PM,37735,NA,6,2
42037,"tag:search.twitter.com,2005:874313563724185600","rt @usgs: m6.3 earthquake strikes near plomarion, greece https://t.co/4k7ecbkntr  report what you felt here -…  ",en,6/12/2017 4:45:01 PM,53773,NA,3,1
15903,"tag:search.twitter.com,2005:874998076213166080",ερώτηση  κκε για τις μεγάλες ζημιές σε αγροτικές καλλιέργειες  της αιτωλοακαρνανίας - https://t.co/8cs5ar5qna https://t.co/4nmqg3fy29 ,el,6/14/2017 2:32:52 PM,22444,NA,7,1
22311,"tag:search.twitter.com,2005:875129805259386880",rt @latimes: magnitude 6.9 earthquake triggers landslides and damages homes in guatemala https://t.co/t5zm6eo5pg ,en,6/14/2017 12:35:04 PM,29709,NA,6,2
27007,"tag:search.twitter.com,2005:874236291487019008",u.k. in chaos; macron's big win; earthquake at uber https://t.co/i9yauljqv3 via @cnnmoney ,en,6/12/2017 12:05:49 PM,36431,NA,5,1
50522,"tag:search.twitter.com,2005:874420886547443712","earthquake kills woman, damages buildings on greek island https://t.co/a5wxvdvjli #npr #news ",en,6/13/2017 12:19:19 AM,65738,NA,7,2
44201,"tag:search.twitter.com,2005:874331741787365381",rt @bbcworld: earthquake rubble blocks roads in lesbos village https://t.co/xdttzpvocg ,en,6/12/2017 5:56:43 PM,56257,NA,9,2
28963,"tag:search.twitter.com,2005:874246463374675968","rt @hdner: latest: 6.3-magnitude earthquake hits aegean sea, felt in istanbul, neighboring provinces https://t.co/txbjr3cipb https://t.co/4… ",en,6/12/2017 12:44:45 PM,38776,NA,3,2
27565,"tag:search.twitter.com,2005:874244136496496641","rt @lastquake: this powerful #earthquake was felt near the coast of western turkey, greece, western turkey, greece, southern greece, wester… ",en,6/12/2017 12:31:43 PM,37117,NA,3,2
35799,"tag:search.twitter.com,2005:874270560536154113",φωτ. από το χωριό βρύσα που έχει υποστεί ζημιές από τον σεισμό #lesvos https://t.co/k9ylhnszxr ,el,6/12/2017 2:21:59 PM,46618,NA,7,2
17353,"tag:search.twitter.com,2005:875025971887452160",rt @thewatchers_: powerful m6.9 earthquake hits guatemala - mexico border region https://t.co/sfcsvlrt6c #earthquake #guatemala #sanmarcos… ,en,6/14/2017 8:12:21 AM,24106,NA,5,2
58412,"tag:search.twitter.com,2005:874594016402255873",#dirtybook_gr #survivorgr #survivorpanoramagr μενίδι ώρα 0. το απαγορευμένο βίντεο οι μολότωφ και ο πανικός https://t.co/a1slrc8xko ,el,6/13/2017 11:47:17 AM,75433,NA,7,1
19789,"tag:search.twitter.com,2005:875073510623682560","earthquake kills woman, damages buildings on greek island : the two-way : npr https://t.co/suujzcekq4 ",en,6/14/2017 7:32:37 PM,26870,NA,7,2
38240,"tag:search.twitter.com,2005:874284535722250240",turkey earthquake: tremors felt in istanbul and athens https://t.co/qpkrwenbad ,en,6/12/2017 3:17:31 PM,49408,NA,3,2
28663,"tag:search.twitter.com,2005:874245755225165824",omg an earthquake took place where i live and really freakin out!never feel that strong before 🙈 ,en,6/12/2017 12:43:25 PM,38431,NA,5,2
35601,"tag:search.twitter.com,2005:874269468641329153",βιβλική καταστροφή στο χωριό βρίσα ,el,6/12/2017 2:17:39 PM,46400,NA,7,2
38532,"tag:search.twitter.com,2005:874286534412906496",rt @reportuk: injuries as powerful earthquake strikes off coast of brit holiday hotspot https://t.co/2nntqxjlm1 https://t.co/0z4bypmyju ,en,6/12/2017 3:25:27 PM,49740,NA,5,2
34414,"tag:search.twitter.com,2005:874263612180897792","rt @protothema: στους δρόμους οι κάτοικοι μυτιλήνης, χίου - κατάρρευση σπιτιών στο πλωμάρι #protothema https://t.co/py6achjily https://t.co… ",el,6/12/2017 1:07:50 PM,45027,NA,9,2
12899,"tag:search.twitter.com,2005:874943606347399168",massive earthquake triggers landslides in #guatemala #mexico https://t.co/ixyol2sloc https://t.co/yhcfvotwyy ,en,6/14/2017 10:56:26 AM,18559,NA,6,2
54817,"tag:search.twitter.com,2005:874512339793575936",rt @ap: it wasn't immediately clear if the earthquake caused any major damage in turkey or greece. https://t.co/hsy28pmtbj ,en,6/12/2017 1:11:41 PM,71049,NA,7,2
38408,"tag:search.twitter.com,2005:874285834572152832",strong earthquake strikes western turkey - https://t.co/lmspyf10ih https://t.co/wgginqfcmk ,en,6/12/2017 3:22:41 PM,49595,NA,5,2
40177,"tag:search.twitter.com,2005:874298326505721856",σεισμός μυτιλήνης: απεγκλωβισμός – 10 τραυματίες – πολλές ζημιές (βίντεο) https://t.co/fjbpglhhdu https://t.co/qckdbbt45h ,el,6/12/2017 4:12:19 PM,51619,NA,7,2
30037,"tag:search.twitter.com,2005:874248746556694528",earthquake felt in istanbul: https://t.co/1rxtlelchd - yeni safak #latest ,en,6/12/2017 12:55:18 PM,40060,NA,3,2
3297,"tag:search.twitter.com,2005:874748959000055808",#breakingnews greece earthquake - greek island of lesbos evaluating damage after strong earthquake https://t.co/r1uwm720it ,en,6/13/2017 10:02:58 PM,3925,NA,5,2
48600,"tag:search.twitter.com,2005:874382463761395712",rt @binsacksb: greece earthquake hits lesbos: tremors felt in istanbul and athens #planetx #poleshift #mfanews https://t.co/0yzjeu6uia ,en,6/12/2017 9:41:42 PM,63173,NA,3,2
42758,"tag:search.twitter.com,2005:874320729780752384","rt @usgs: m6.3 earthquake strikes near plomarion, greece https://t.co/4k7ecbkntr  report what you felt here -…  ",en,6/12/2017 4:45:01 PM,54657,NA,3,1
11852,"tag:search.twitter.com,2005:874927991498977283","rt @volcanologyrr: strong mag. 6.7 earthquake  - mexico-guatemala border region on wednesday, 14 june 2017 - information :…  ",en,6/14/2017 8:02:55 AM,15413,NA,5,1
12693,"tag:search.twitter.com,2005:874941167170965504",@gmanews @kaeceealvarez massive magnitude 7.0 earthquake on the mexico/ guatemala border. damage to several small c… https://t.co/mb2obnvlmh ,en,6/14/2017 10:46:44 AM,18259,NA,7,1
30667,"tag:search.twitter.com,2005:874250398734970880","πολύ ισχυρός σεισμός 6,1 ρίχτερ με επίκεντρο ανάμεσα σε χίο και λέσβο https://t.co/bkwlqlts8f ",el,6/12/2017 1:01:52 PM,40787,NA,5,2
51450,"tag:search.twitter.com,2005:874446691923054593","rt @spyrosgalinos: in lesvos, vrisa, we are mourning the first fatality: a woman found dead after her house collapsed because of the e…  ",en,6/12/2017 5:39:26 PM,66872,NA,9,2
33879,"tag:search.twitter.com,2005:874261823444447232",ζημιές στη χίο από τον σεισμό https://t.co/6u3dkq9fjy ,el,6/12/2017 1:47:16 PM,44446,NA,7,2
44257,"tag:search.twitter.com,2005:874332350624260097",greece earthquake hits lesbos: tremors felt in istanbul and athens https://t.co/khj90wiv8z ,en,6/12/2017 6:27:31 PM,56316,NA,3,2
48025,"tag:search.twitter.com,2005:874374439739289610",maastricht weather - &lt;p&gt;an earthquake with a preliminary magnitude of 6.2 badly damaged scores of homes on the… https://t.co/32a47nnky5 ,en,6/12/2017 9:14:46 PM,62448,NA,7,2
10965,"tag:search.twitter.com,2005:874914466147782657","ισχυρός σεισμός 6,9 ρίχτερ στα σύνορα γουατεμάλας - μεξικού - [in2life.gr] https://t.co/s4n5teolbs ",el,6/14/2017 9:00:38 AM,14222,NA,5,2
