ID,text,amb
1377,"rt @shakingearth: very strong dangerous #earthquake off the coast  of #lesbos, #greece (felt strong in #turkey)…",2
929,"rt @shakingearth: very strong dangerous #earthquake off the coast  of #lesbos, #greece (felt strong in #turkey)…  ",2
1378,rt @smithalistair: david lan stepping down as artistic director of young vic. earthquake. big figure in uk theatre. tough act to follow. bu…,1
190,rt @smithalistair: david lan stepping down as artistic director of young vic. earthquake. big figure in uk theatre. tough act to follow. bu… ,1
708,rt @smithalistair: david lan stepping down as artistic director of young vic. earthquake. big figure in uk theatre. tough act to follow. bu… ,1
580,rt @sputnikint: fear of more tremors as the #aegeansea is hit by a large #earthquake ,1
1379,rt @sputnikint: fear of more tremors as the #aegeansea is hit by a large #earthquake ,1
1380,rt @spyrosgalinos: 2/5 τα περισσότερα σπίτια στη βρίσα έχουν υποστεί σημαντικές ζημιές.,2
581,rt @spyrosgalinos: 2/5 τα περισσότερα σπίτια στη βρίσα έχουν υποστεί σημαντικές ζημιές. ,2
1381,"rt @spyrosgalinos: in lesvos, vrisa, we are mourning the first fatality: a woman found dead after her house collapsed because of the e…",2
379,"rt @spyrosgalinos: in lesvos, vrisa, we are mourning the first fatality: a woman found dead after her house collapsed because of the e…  ",2
1382,rt @spyrosgalinos: there has been some damage to the road between mytilene and plomari. equipment and crew from the municipality alrea…,2
487,rt @spyrosgalinos: there has been some damage to the road between mytilene and plomari. equipment and crew from the municipality alrea…  ,2
1383,"rt @spyrosgalinos: δυστυχώς δεν έχω καλά νέα: η συμπολίτισσά μας που ήταν εγκλωβισμένη στο σπίτι που κατέρρευσε στην βρίσα, ανασύρθηκε νεκρ…",2
395,"rt @spyrosgalinos: δυστυχώς δεν έχω καλά νέα: η συμπολίτισσά μας που ήταν εγκλωβισμένη στο σπίτι που κατέρρευσε στην βρίσα, ανασύρθηκε νεκρ… ",2
1384,rt @strange_sounds: m6.3 #earthquake hits near #lesbos #greece – tremors felt in #athens #istanbul injuries #damages…,2
816,rt @strange_sounds: m6.3 #earthquake hits near #lesbos #greece – tremors felt in #athens #istanbul injuries #damages…  ,2
766,rt @strange_sounds: strong m6.9 #earthquake hits #guatemala near #mexico. injuries and damages. keep safe! ,2
1385,rt @strange_sounds: strong m6.9 #earthquake hits #guatemala near #mexico. injuries and damages. keep safe! ,2
1386,"rt @tbunews: breaking news - strong earthquake with magnitude 6,3 struck 4km s of plomarion greece - earthquake leaves island of…",2
773,"rt @tbunews: breaking news - strong earthquake with magnitude 6,3 struck 4km s of plomarion greece - earthquake leaves island of…  ",2
577,rt @temblor: m=6.3 earthquake in the aegean sea causes injuries and damage | ,2
1387,rt @temblor: m=6.3 earthquake in the aegean sea causes injuries and damage | ,2
1758,rt @thatbihnardos: y'all big mad 😂,1
191,rt @thatbihnardos: y'all big mad 😂 ,1
1388,"rt @the_fivestarter: λεσβοσ #earthquake #μυτιληνη μία νεκρή, εκτεταμένες ζημιές, κομμένοι δρόμοι &amp; η αντισεισμική προστασία στα αζήτητα…",2
531,"rt @the_fivestarter: λεσβοσ #earthquake #μυτιληνη μία νεκρή, εκτεταμένες ζημιές, κομμένοι δρόμοι &amp; η αντισεισμική προστασία στα αζήτητα…  ",2
1389,"rt @theangrycoyote: σεισμός 6,1 ρίχτερ στη μυτιλήνη - μεγάλες ζημιές σε πλωμάρι - πληροφορίες για μια εγκλωβισμένη…",2
511,"rt @theangrycoyote: σεισμός 6,1 ρίχτερ στη μυτιλήνη - μεγάλες ζημιές σε πλωμάρι - πληροφορίες για μια εγκλωβισμένη…  ",2
1759,rt @thecallergr: ζημιές εκατ. ευρώ για τη δεη από την κατολίσθηση στο αμύνταιο,1
192,rt @thecallergr: ζημιές εκατ. ευρώ για τη δεη από την κατολίσθηση στο αμύνταιο ,1
429,rt @thecallergr: καταστροφικός ο σεισμός στη λέσβο: 12 χωριά έχουν υποστεί ζημιές - 800 άνθρωποι χωρίς σπίτι! ,2
1390,rt @thecallergr: καταστροφικός ο σεισμός στη λέσβο: 12 χωριά έχουν υποστεί ζημιές - 800 άνθρωποι χωρίς σπίτι! ,2
1760,rt @thejnetworks: video/photos: mda exercise involves chopper evacuation of earthquake victims from the knesset -  - see more @,1
193,rt @thejnetworks: video/photos: mda exercise involves chopper evacuation of earthquake victims from the knesset -  - see more @ ,1
1391,rt @thepressproject: νεκρή ανασύρθηκε  η εγκλωβισμένη 45χρονη γυναίκα από τον σεισμό στη μυτιλήνη,2
979,rt @thepressproject: νεκρή ανασύρθηκε  η εγκλωβισμένη 45χρονη γυναίκα από τον σεισμό στη μυτιλήνη ,2
715,"rt @thetoc_gr: εκτακτο:  ισχυρός σεισμός 6,2 ρίχτερ στη μυτιλήνη ",2
1392,"rt @thetoc_gr: εκτακτο:  ισχυρός σεισμός 6,2 ρίχτερ στη μυτιλήνη ",2
750,rt @thewatchers_: powerful m6.9 earthquake hits guatemala - mexico border region ,2
1393,rt @thewatchers_: powerful m6.9 earthquake hits guatemala - mexico border region ,2
738,rt @thewatchers_: strong and shallow m6.3 earthquake hits turkey - greece border region ,2
1394,rt @thewatchers_: strong and shallow m6.3 earthquake hits turkey - greece border region ,2
1761,"rt @thus_spake: guatemala city: a strong 6.9 magnitude earthquake hit western guatemala early on wednesday, killing at least one...",2
194,"rt @thus_spake: guatemala city: a strong 6.9 magnitude earthquake hit western guatemala early on wednesday, killing at least one... ",2
818,"rt @ticiaverveer: an earthquake has struck off the coast of w-turkey &amp; island of lesbos, tremors felt in istanbul &amp; athens",2
638,"rt @tobesafensound: magnitude 6.9 earthquake triggers landslides, damages homes in guatemala ",2
1395,"rt @tobesafensound: magnitude 6.9 earthquake triggers landslides, damages homes in guatemala ",2
906,rt @todays_turkey: #video#earthquake in #lesbos island in greece has felted all over western turkey. ,2
195,rt @topontiki: πανικός στο αεροδρόμιο του ηρακλείου – το εκαβ παρέλαβε τουρίστρια ,1
513,rt @topontiki: σεισμός στη λέσβο: υλικές ζημιές στο πλωμάρι (video) ,2
1396,rt @topontiki: σεισμός στη λέσβο: υλικές ζημιές στο πλωμάρι (video) ,2
498,rt @tribunegr: #σεισμός λέσβος: η ολοκληρωτική καταστροφή της βρίσας από ψηλά (βίντεο) ,2
1397,rt @tribunegr: #σεισμός λέσβος: η ολοκληρωτική καταστροφή της βρίσας από ψηλά (βίντεο) ,2
1398,rt @ttremblingearth: .@lastquake app launches follow the s wave as everyone in the region feels a strong m6.3 earthquake roll through tu…,2
697,rt @ttremblingearth: .@lastquake app launches follow the s wave as everyone in the region feels a strong m6.3 earthquake roll through tu…  ,2
1399,"rt @tzervoudakis: σεισμός 6,1 ρίχτερ ανοιχτά της μυτιλήνης -κατέρρευσαν σπίτια στο πλωμάρι",2
927,"rt @tzervoudakis: σεισμός 6,1 ρίχτερ ανοιχτά της μυτιλήνης -κατέρρευσαν σπίτια στο πλωμάρι ",2
1400,"rt @ucbnewsteam: earthquake on greek #lesbos island, magnitude 6.2. at least one death, 10 injured. homes severely damaged &amp; roads blocked.…",2
566,"rt @ucbnewsteam: earthquake on greek #lesbos island, magnitude 6.2. at least one death, 10 injured. homes severely damaged &amp; roads blocked.… ",2
1401,rt @unhcrgreece: surveying damage today in quake hit lesvos village. unhcr offers sympathy to the affected greek community #lesvos…,2
590,rt @unhcrgreece: surveying damage today in quake hit lesvos village. unhcr offers sympathy to the affected greek community #lesvos…  ,2
1762,rt @usa_biz: u.k. in chaos; macron’s big win; earthquake at uber,1
196,rt @usa_biz: u.k. in chaos; macron’s big win; earthquake at uber ,1
1763,rt @usambnepal: proud to be in #kavre to start reconstruction on the first of 15 earthquake-damaged schools. #april25 #nepal,1
197,rt @usambnepal: proud to be in #kavre to start reconstruction on the first of 15 earthquake-damaged schools. #april25 #nepal ,1
198,"rt @usgs: m6.3 earthquake strikes near plomarion, greece ",1
827,"rt @usgs: m6.3 earthquake strikes near plomarion, greece ",1
1764,"rt @usgsbigquakes: prelim m5.6 earthquake mariana islands region jun-8 23:23 utc, updates",1
199,"rt @usgsbigquakes: prelim m5.6 earthquake mariana islands region jun-8 23:23 utc, updates ",1
1765,"rt @usgsbigquakes: prelim m5.6 earthquake near the coast of coquimbo, chile jun-12 02:43 utc, updates",1
200,"rt @usgsbigquakes: prelim m5.6 earthquake near the coast of coquimbo, chile jun-12 02:43 utc, updates ",1
1766,"rt @usgsbigquakes: prelim m5.6 earthquake pacific-antarctic ridge jun-10 05:42 utc, updates",1
201,"rt @usgsbigquakes: prelim m5.6 earthquake pacific-antarctic ridge jun-10 05:42 utc, updates ",1
1767,"rt @usgsbigquakes: prelim m5.6 earthquake south of java, indonesia jun-11 23:15 utc, updates",1
202,"rt @usgsbigquakes: prelim m5.6 earthquake south of java, indonesia jun-11 23:15 utc, updates ",1
203,"rt @usgsbigquakes: prelim m5.8 earthquake vanuatu jun-14 00:25 utc, updates ",1
1768,"rt @usgsbigquakes: prelim m6.3 earthquake near the coast of western turkey jun-12 12:28 utc, updates",1
204,"rt @usgsbigquakes: prelim m6.3 earthquake near the coast of western turkey jun-12 12:28 utc, updates ",1
1769,"rt @usgsbigquakes: prelim m6.9 earthquake mexico-guatemala border region jun-14 07:29 utc, updates",1
205,"rt @usgsbigquakes: prelim m6.9 earthquake mexico-guatemala border region jun-14 07:29 utc, updates ",1
719,"rt @usgsbigquakes: prelim m6.9 earthquake mexico-guatemala border region jun-14 07:29 utc, updates ",1
1402,rt @vangelis_1968: σεισμός τώρα αισθητός στην αθήνα αλλά μιλάγαμε με μυτιλήνη στο τηλέφωνο και οι άνθρωποι ούρλιαζαν. χωρίς να ξέρω που έχε…,2
857,rt @vangelis_1968: σεισμός τώρα αισθητός στην αθήνα αλλά μιλάγαμε με μυτιλήνη στο τηλέφωνο και οι άνθρωποι ούρλιαζαν. χωρίς να ξέρω που έχε… ,2
1770,"rt @velze_voula: σεισμολογος ""δεν ξέρουμε ακόμα τα χαρακτηριστικά του σεισμού"". τι είναι ο σεισμός καλέ; hot latina milf with big boobs?",1
206,"rt @velze_voula: σεισμολογος ""δεν ξέρουμε ακόμα τα χαρακτηριστικά του σεισμού"". τι είναι ο σεισμός καλέ; hot latina milf with big boobs? ",1
1403,"rt @volcanodiscover: strong mag. 6.0 #earthquake  - near coast of central chile on monday, 12 june 2017 - share your experience - inf...ht…",2
769,"rt @volcanodiscover: strong mag. 6.0 #earthquake  - near coast of central chile on monday, 12 june 2017 - share your experience - inf...ht… ",2
1771,"rt @volcanodiscover: strong mag. 6.0 #earthquake  - south of java, indonesia on sunday, 11 june 2017 - share your experience - inform...ht…",2
207,"rt @volcanodiscover: strong mag. 6.0 #earthquake  - south of java, indonesia on sunday, 11 june 2017 - share your experience - inform...ht… ",2
1772,"rt @volcanologyrr: strong mag. 6.7 earthquake  - mexico-guatemala border region on wednesday, 14 june 2017 - information :…",2
208,"rt @volcanologyrr: strong mag. 6.7 earthquake  - mexico-guatemala border region on wednesday, 14 june 2017 - information :…  ",2
1404,rt @weatherchannel: a 6.9 magnitude #earthquake rocked guatemala early this morning. some damage has been reported:…,2
458,rt @weatherchannel: a 6.9 magnitude #earthquake rocked guatemala early this morning. some damage has been reported:…  ,2
662,rt @xenakissotiris: ισχυρός σεισμός 6 ρίχτερ μεταξύ χίου και  μυτιλήνης  ,2
1405,rt @xenakissotiris: ισχυρός σεισμός 6 ρίχτερ μεταξύ χίου και  μυτιλήνης  ,2
1773,rt @zorzinio: οι κάτοικοι είχαν εκπαιδευτεί πως σε περίπτωση φωτιάς πρέπει να μείνουν μέσα στα διαμερίσματά τους αφού η φωτιά δεν θα εξαπλω…,1
209,RT @Zorzinio: Οι κάτοικοι είχαν εκπαιδευτεί πως σε περίπτωση φωτιάς πρέπει να μείνουν μέσα στα διαμερίσματά τους αφού η φωτιά δεν θα εξαπλω… ,1
1406,"rt @zouzuoz: @mengumelike an earthquake is an earthquake, it doesn't matter if it's in greece or turkey. we felt it in athens too.",2
833,"rt @zouzuoz: @mengumelike an earthquake is an earthquake, it doesn't matter if it's in greece or turkey. we felt it in athens too. ",2
1774,rt via lastquake #earthquake (#deprem) possibly felt 2 min ago in western turkey. felt it? see …,1
210,rt via lastquake #earthquake (#deprem) possibly felt 2 min ago in western turkey. felt it? see … ,1
1775,"rt via lastquake #earthquake (#sismo) possibly felt 2 min ago in region metropolitana, #chile. felt it? see …",1
211,"rt via lastquake #earthquake (#sismo) possibly felt 2 min ago in region metropolitana, #chile. felt it? see … ",1
1776,rt via lastquake #earthquake (#земетресение) possibly felt 2 min ago in #bulgaria. felt it? see …,1
212,rt via lastquake #earthquake (#земетресение) possibly felt 2 min ago in #bulgaria. felt it? see … ,1
1777,rt via lastquake #earthquake (#земјотрес) possibly felt 2 min ago in fyr of macedonia. felt it? see …,1
213,rt via lastquake #earthquake (#земјотрес) possibly felt 2 min ago in fyr of macedonia. felt it? see … ,1
1778,rt via lastquake #earthquake possibly felt 1 min ago near s.e. coast of australia. felt it? see …,1
214,rt via lastquake #earthquake possibly felt 1 min ago near s.e. coast of australia. felt it? see … ,1
1779,rt via lastquake #earthquake possibly felt 2 min ago near s.e. coast of australia. felt it? see …,1
215,rt via lastquake #earthquake possibly felt 2 min ago near s.e. coast of australia. felt it? see … ,1
1407,rt via lastquake bbc news - turkey earthquake: tremors felt in istanbul and athens,2
944,rt via lastquake bbc news - turkey earthquake: tremors felt in istanbul and athens ,2
1780,rt via lastquake earthquake (#σεισμός) possibly felt 2 min ago near the coast of western turkey. felt it? see …,1
216,rt via lastquake earthquake (#σεισμός) possibly felt 2 min ago near the coast of western turkey. felt it? see … ,1
1781,rt via lastquake felt #earthquake (#sismo) m6.9 strikes 144 km w of guatemala city (#guatemala) 22 min ago. …,2
217,rt via lastquake felt #earthquake (#sismo) m6.9 strikes 144 km w of guatemala city (#guatemala) 22 min ago. … ,2
1782,rt via lastquake felt #earthquake m2.0 strikes 27 km s of #mytilíni (#greece) 56 min ago. please report to: …,2
218,rt via lastquake felt #earthquake m2.0 strikes 27 km s of #mytilíni (#greece) 56 min ago. please report to: … ,2
1783,rt via lastquake felt #earthquake m2.9 strikes 17 km nw of #oran (#algeria) 19 min ago. please report to: …,2
219,rt via lastquake felt #earthquake m2.9 strikes 17 km nw of #oran (#algeria) 19 min ago. please report to: … ,2
1784,rt via lastquake felt #earthquake m3.5 strikes 31 km sw of #mytilíni (#greece) 6 min ago. please report to: …,2
220,rt via lastquake felt #earthquake m3.5 strikes 31 km sw of #mytilíni (#greece) 6 min ago. please report to: … ,2
1785,rt via lastquake felt #earthquake m3.6 strikes 28 km sw of #mytilíni (#greece) 12 min ago. please report to: …,2
221,rt via lastquake felt #earthquake m3.6 strikes 28 km sw of #mytilíni (#greece) 12 min ago. please report to: … ,2
1786,rt via lastquake felt #earthquake m3.6 strikes 28 km sw of mytilíni (greece) 1hr 29min ago. please report to: …,2
222,rt via lastquake felt #earthquake m3.6 strikes 28 km sw of mytilíni (greece) 1hr 29min ago. please report to: … ,2
1787,rt via lastquake felt #earthquake m4.0 strikes 34 km sw of mytilíni (greece) 1hr 3min ago. please report to: …,2
223,rt via lastquake felt #earthquake m4.0 strikes 34 km sw of mytilíni (greece) 1hr 3min ago. please report to: … ,2
1788,rt via lastquake felt #earthquake m4.0 strikes 36 km sw of #mytilíni (#greece) 7 min ago. please report to: …,2
224,rt via lastquake felt #earthquake m4.0 strikes 36 km sw of #mytilíni (#greece) 7 min ago. please report to: … ,2
1789,rt via lastquake felt #earthquake m4.1 strikes 41 km se of #santiago (#chile) 16 min ago. please report to: …,2
225,rt via lastquake felt #earthquake m4.1 strikes 41 km se of #santiago (#chile) 16 min ago. please report to: … ,2
1790,rt via lastquake felt #earthquake m4.3 strikes 52 km w of #aliağa (#turkey) 3 min ago. please report to: …,2
226,rt via lastquake felt #earthquake m4.3 strikes 52 km w of #aliağa (#turkey) 3 min ago. please report to: … ,2
1791,rt via lastquake felt #earthquake m4.4 strikes 20 km w of viña del mar (chile) 19 min ago. please report to: …,2
227,rt via lastquake felt #earthquake m4.4 strikes 20 km w of viña del mar (chile) 19 min ago. please report to: … ,2
1792,rt via lastquake felt #earthquake m5.0 strikes 79 km e of tapachula (mexico) 1hr 5min ago. please report to: …,2
228,rt via lastquake felt #earthquake m5.0 strikes 79 km e of tapachula (mexico) 1hr 5min ago. please report to: … ,2
1793,rt via lastquake felt #earthquake m5.1 strikes 102 km sw of #tapachula (#mexico) 8 min ago. please report to: …,2
229,rt via lastquake felt #earthquake m5.1 strikes 102 km sw of #tapachula (#mexico) 8 min ago. please report to: … ,2
1794,rt via lastquake felt #earthquake m5.5 strikes 104 km s of #ovalle (#chile) 10 min ago. please report to: …,2
230,rt via lastquake felt #earthquake m5.5 strikes 104 km s of #ovalle (#chile) 10 min ago. please report to: … ,2
1795,rt via lastquake felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: …,2
231,rt via lastquake felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: … ,2
1796,rt via lastquake latest map of the felt reports collected at emsc after m6.3 #earthquake,2
232,rt via lastquake latest map of the felt reports collected at emsc after m6.3 #earthquake ,2
1797,rt via lastquake powerful #earthquake shakes near the coast of western turkey 2 min ago. more info at: …,2
233,rt via lastquake powerful #earthquake shakes near the coast of western turkey 2 min ago. more info at: … ,2
1798,"rt via lastquake rt humanityroad: #greece #lesvos - video of damage in vrisa following 6.3 #earthquake, june 12, 2017: …",2
234,"rt via lastquake rt humanityroad: #greece #lesvos - video of damage in vrisa following 6.3 #earthquake, june 12, 2017: … ",2
1799,rt via lastquake rt lspyropoulou: no damages in mytilene the capital of #lesvos taxi drivers of the area told bild…,1
235,rt via lastquake rt lspyropoulou: no damages in mytilene the capital of #lesvos taxi drivers of the area told bild… ,1
1408,"rt via lastquake this powerful #earthquake was felt near the coast of western turkey, greece, western turkey, greece, southern greece, west…",2
853,"rt via lastquake this powerful #earthquake was felt near the coast of western turkey, greece, western turkey, greece, southern greece, west… ",2
452,rt: thetls - reflecting on the chequered history of le marche as repairs begin on its earthquake-damaged buildings ,2
1409,rt: thetls - reflecting on the chequered history of le marche as repairs begin on its earthquake-damaged buildings ,2
236,seminar by dost-phivolcs. discussing earthquake and the big one 😶 — feeling scared at far eastern university ,1
1800,signs of past california 'mega-quakes' show danger of the big one on san andreas fault,1
237,signs of past california 'mega-quakes' show danger of the big one on san andreas fault ,1
792,signs of past california 'mega-quakes' show danger of the big one on san andreas fault ,1
1801,signs of past california 'mega-quakes' show danger of the big one on san andreas…,1
238,signs of past california 'mega-quakes' show danger of the big one on san andreas… ,1
716,sismomundial: rt felipeandres75: ⚠powerful #earthquake (#σεισμός/#deprem) mw=6.3 - near the coast of western #turk… ,2
1410,sismomundial: rt felipeandres75: ⚠powerful #earthquake (#σεισμός/#deprem) mw=6.3 - near the coast of western #turk… ,2
505,"small earthquake hits near beaverton, no damages reported #portland ",1
1411,"small earthquake hits near beaverton, no damages reported #portland ",1
560,some photos from the #earthquake zone in southern #lesvos. village of #vrisa heavily damaged. rescue crews working… ,2
1412,some photos from the #earthquake zone in southern #lesvos. village of #vrisa heavily damaged. rescue crews working… ,2
1413,something really wrong at 10 kilometre same #earthquake in #turkey felt in #greece #bulgaria,2
920,something really wrong at 10 kilometre same #earthquake in #turkey felt in #greece #bulgaria ,2
1802,still no major damage or accidents reported,1
239,still no major damage or accidents reported ,1
1803,"strange, i didn't feel a thing. probably for the best. i can handle a tornado - but the idea of the next big istanb…",1
1884,"strange, i didn't feel a thing. probably for the best. i can handle a tornado - but the idea of the next big istanb…",1
240,"strange, i didn't feel a thing. probably for the best. i can handle a tornado - but the idea of the next big istanb… ",1
780,strong #earthquake rocks part of #indonesia's main island.#dailyaddaa ,2
1414,strong #earthquake rocks part of #indonesia's main island.#dailyaddaa ,2
241,strong 6.9-magnitude earthquake hits guatemala-mexico border ,2
667,strong 6.9-magnitude earthquake hits guatemala-mexico border ,2
645,strong 6.9-magnitude earthquake hits guatemala-mexico border - - ,2
1415,strong 6.9-magnitude earthquake hits guatemala-mexico border - - ,2
689,strong and shallow m6.3 earthquake hits turkey - greece border region ,2
1416,strong and shallow m6.3 earthquake hits turkey - greece border region ,2
718,"strong earthquake - vanuatu islands on june 14, 2017 ",2
1417,"strong earthquake - vanuatu islands on june 14, 2017 ",2
1038,"strong earthquake (6,1 richter) south of lesvos - building damages",2
782,"strong earthquake hits guatemala, causes power cuts in southern mexicowednesday, 14 june 2017 06:22 gyt mexico... ",2
1418,"strong earthquake hits guatemala, causes power cuts in southern mexicowednesday, 14 june 2017 06:22 gyt mexico... ",2
784,strong earthquake hits lesbos island and w. turkish coast ,2
1419,strong earthquake hits lesbos island and w. turkish coast ,2
664,strong earthquake strikes western turkey ,2
1421,strong earthquake strikes western turkey ,2
753,strong earthquake strikes western turkey - ,2
1420,strong earthquake strikes western turkey - ,2
1804,"strong mag. 6.7 earthquake  - mexico-guatemala border region on wednesday, 14 june 2017 - information :…",2
1885,"strong mag. 6.7 earthquake  - mexico-guatemala border region on wednesday, 14 june 2017 - information :…",2
242,"strong mag. 6.7 earthquake  - mexico-guatemala border region on wednesday, 14 june 2017 - information :… ",2
778,"strong mag. 6.7 earthquake  - mexico-guatemala border region on wednesday, 14 june 2017 - information :… ",2
665,strong preliminary magnitude 6.9 earthquake strikes near guatemala-mexico border: ,2
1422,strong preliminary magnitude 6.9 earthquake strikes near guatemala-mexico border: ,2
653,"strong, shallow earthquake rattles indonesia&amp;amp;#39;s capital #worldnews ",2
1423,"strong, shallow earthquake rattles indonesia&amp;amp;#39;s capital #worldnews ",2
702,strongest earthquake on recent record strikes jewell county ,2
1424,strongest earthquake on recent record strikes jewell county ,2
509,"structural damages reported in greek islands as 6,3 magnitude earthquake hits aegean ",2
1425,"structural damages reported in greek islands as 6,3 magnitude earthquake hits aegean ",2
1805,that's a strong one!,1
1886,that's a strong one!,1
243,that's a strong one! ,1
1887,that's a strong one! ,1
1806,that's how i felt in the whirlpool when you snatched my float @yourfriend_madi @badgyalt_,1
1888,that's how i felt in the whirlpool when you snatched my float @yourfriend_madi @badgyalt_,1
244,that's how i felt in the whirlpool when you snatched my float @yourfriend_madi @badgyalt_ ,1
1807,that's lit if you're a strong swimmer,1
1889,that's lit if you're a strong swimmer,1
245,that's lit if you're a strong swimmer ,1
1890,that's lit if you're a strong swimmer ,1
1808,that's what that was? one quick jolt that i heard more than felt.,1
1891,that's what that was? one quick jolt that i heard more than felt.,1
246,that's what that was? one quick jolt that i heard more than felt. ,1
1809,"the city engineers are concerned that many of the buildings are not strong enough to withstand a major earthquake.[900,020]",1
1892,"the city engineers are concerned that many of the buildings are not strong enough to withstand a major earthquake.[900,020]",1
247,"the city engineers are concerned that many of the buildings are not strong enough to withstand a major earthquake.[900,020] ",1
1810,the earthquake that hit guatemala last night was of 7.0 magnitude; one of the strongest i had ever felt in my...,2
248,the earthquake that hit guatemala last night was of 7.0 magnitude; one of the strongest i had ever felt in my... ,2
1811,there was a 7.0 earthquake in #guatemala. another white man terrorized folks with a gun. i am in some type of mood.,2
1893,there was a 7.0 earthquake in #guatemala. another white man terrorized folks with a gun. i am in some type of mood.,2
249,there was a 7.0 earthquake in #guatemala. another white man terrorized folks with a gun. i am in some type of mood. ,2
1812,there was very big earthquake near turkish town izmir and it was very #scary in fourth floor!,2
1894,there was very big earthquake near turkish town izmir and it was very #scary in fourth floor!,2
913,there was very big earthquake near turkish town izmir and it was very #scary in fourth floor! ,2
1813,this is so fucking big wtf,1
1895,this is so fucking big wtf,1
250,this is so fucking big wtf ,1
1896,this is so fucking big wtf ,1
1426,"this powerful #earthquake was felt near the coast of western turkey, greece, western turkey, greece, southern greece, western turkey",2
885,"this powerful #earthquake was felt near the coast of western turkey, greece, western turkey, greece, southern greece, western turkey ",2
1427,thought i jus felt an earthquake,2
884,thought i jus felt an earthquake ,2
1428,thoughts with everyone in greece and turkey after this afternoon's big earthquake.,2
730,thoughts with everyone in greece and turkey after this afternoon's big earthquake. ,2
712,"times of malta ‒ powerful 6.3 magnitude earthquake rattles greece, turkey ",2
1429,"times of malta ‒ powerful 6.3 magnitude earthquake rattles greece, turkey ",2
866,"tl lighting up with reports of a m6.0 earthquake felt across aegean turkey, including istanbul, izmir, etc. ",2
1814,"training exercise in israel's parliament building part of three-day national drill preparing for ""the big one.""",1
1897,"training exercise in israel's parliament building part of three-day national drill preparing for ""the big one.""",1
251,"training exercise in israel's parliament building part of three-day national drill preparing for ""the big one."" ",1
1431,turkey earthquake: tremors felt in istanbul and athens,2
868,turkey earthquake: tremors felt in istanbul and athens ,2
899,turkey earthquake: tremors felt in istanbul and athens ,2
1432,turkey earthquake: tremors felt in istanbul and athens ,2
1430,"turkey earthquake: tremors felt in istanbul and athens - the tremors were felt in istanbul, athens and on some ...",2
798,"turkey earthquake: tremors felt in istanbul and athens - the tremors were felt in istanbul, athens and on some ... ",2
1433,"turkey earthquake: tremors felt in istanbul and athens: the tremors were felt in istanbul, athens and on…",2
998,"turkey earthquake: tremors felt in istanbul and athens: the tremors were felt in istanbul, athens and on… ",2
1815,u.k. in chaos; macron's big win; earthquake at uber,1
1818,u.k. in chaos; macron's big win; earthquake at uber,1
1898,u.k. in chaos; macron's big win; earthquake at uber,1
1903,u.k. in chaos; macron's big win; earthquake at uber,1
252,u.k. in chaos; macron's big win; earthquake at uber ,1
1904,u.k. in chaos; macron's big win; earthquake at uber ,1
253,u.k. in chaos; macron's big win; earthquake at uber  ,1
1816,u.k. in chaos; macron's big win; earthquake at uber -,1
1899,u.k. in chaos; macron's big win; earthquake at uber -,1
254,u.k. in chaos; macron's big win; earthquake at uber - ,1
1902,u.k. in chaos; macron's big win; earthquake at uber - ,1
255,u.k. in chaos; macron's big win; earthquake at uber - 1. u.k. in chaos: british prime minister theresa may rema... ,1
1900,u.k. in chaos; macron's big win; earthquake at uber - 1. u.k. in chaos: british prime minister theresa may rema... ,1
1817,u.k. in chaos; macron's big win; earthquake at uber - cnn money,1
1901,u.k. in chaos; macron's big win; earthquake at uber - cnn money,1
256,u.k. in chaos; macron's big win; earthquake at uber - cnn money ,1
1819,u.k. in chaos; macron's big win; earthquake at uber#money #investing,1
1905,u.k. in chaos; macron's big win; earthquake at uber#money #investing,1
257,u.k. in chaos; macron's big win; earthquake at uber#money #investing ,1
1820,u.k. in chaos; macron’s big win; earthquake at uber,1
1821,u.k. in chaos; macron’s big win; earthquake at uber,1
1906,u.k. in chaos; macron’s big win; earthquake at uber,1
1907,u.k. in chaos; macron’s big win; earthquake at uber,1
258,u.k. in chaos; macron’s big win; earthquake at uber ,1
259,u.k. in chaos; macron’s big win; earthquake at uber ,1
1908,u.k. in chaos; macron’s big win; earthquake at uber ,1
1822,u.k. in chaos; macron’s big win; earthquake at uber#legal news  apply:,1
1909,u.k. in chaos; macron’s big win; earthquake at uber#legal news  apply:,1
260,u.k. in chaos; macron’s big win; earthquake at uber#legal news  apply: ,1
1823,uk in chaos; macron's big win; earthquake at uber - cnnmoney,1
1910,uk in chaos; macron's big win; earthquake at uber - cnnmoney,1
261,uk in chaos; macron's big win; earthquake at uber - cnnmoney ,1
1824,uk in chaos; macron's big win; earthquake at uber. british pm theresa may remains under intense pressure following last week's election ...,1
1911,uk in chaos; macron's big win; earthquake at uber. british pm theresa may remains under intense pressure following last week's election ...,1
262,uk in chaos; macron's big win; earthquake at uber. british pm theresa may remains under intense pressure following last week's election ... ,1
1434,updated info strong and fortunate profound +110km #earthquake hit #mexico #guatemala border damage and wounded reported #sismo #temblor,2
759,updated info strong and fortunate profound +110km #earthquake hit #mexico #guatemala border damage and wounded reported #sismo #temblor ,2
1825,"usgsbigquakes: prelim m5.6 earthquake near the coast of coquimbo, chile jun-12 02:43 utc, updates",1
